Problem,Folder,Final Error 1,Final Error 2,Hidden Layers,Pinn Info,Batch Size,total_neurons,shape
Bp,simulation60,0.005770587362349033,1.0587866306304932,"[['ReLU', 16], ['ReLU', 64], ['Sigmoid', 128]]",False,traininig_data/treino_s/,208,funnel
Bp,simulation3,0.0039407857693731785,0.9083219766616821,"[['ReLU', 32], ['ReLU', 64], ['LeakyReLU', 128]]",False,traininig_data/treino_s/,224,funnel
Bp,simulation171,0.006862075999379158,0.9736641645431519,"[['ReLU', 32], ['Tanh', 32], ['ReLU', 32]]",False,traininig_data/treino_s/,96,rectangle
Bp,simulation763,0.02998855896294117,0.9069275856018066,"[['Tanh', 32], ['ELU', 16]]",False,traininig_data/treino_s/,48,bottleneck
Bp,simulation514,0.030243756249547005,0.9736347794532776,"[['ReLU', 16], ['ELU', 128]]",False,traininig_data/treino_s/,144,funnel
Bp,simulation676,0.008759035728871822,0.9390382766723633,"[['ReLU', 128], ['Tanh', 128]]",False,traininig_data/treino_s/,256,rectangle
Bp,simulation368,0.006357908248901367,1.0028895139694214,"[['SiLU', 64], ['LeakyReLU', 16], ['SiLU', 128]]",False,traininig_data/treino_s/,208,bowtie
Bp,simulation599,0.015787305310368538,1.008837342262268,"[['ELU', 16], ['ReLU', 64]]",False,traininig_data/treino_s/,80,funnel
Bp,simulation612,0.04339905083179474,0.9915884137153625,"[['Sigmoid', 32], ['SiLU', 32]]",False,traininig_data/treino_s/,64,rectangle
Bp,simulation762,0.0076332902535796165,0.926654040813446,"[['ReLU', 128], ['LeakyReLU', 64]]",False,traininig_data/treino_s/,192,bottleneck
Bp,simulation378,0.009691786020994186,0.962218701839447,"[['LeakyReLU', 32], ['Sigmoid', 16], ['SiLU', 128]]",False,traininig_data/treino_s/,176,bowtie
Bp,simulation40,0.005364767275750637,0.9508500695228577,"[['Tanh', 32], ['Sigmoid', 64], ['Tanh', 128]]",False,traininig_data/treino_s/,224,funnel
Bp,simulation399,0.004833346698433161,0.9413474202156067,"[['LeakyReLU', 128], ['ELU', 16], ['Sigmoid', 64]]",False,traininig_data/treino_s/,208,bowtie
Bp,simulation176,0.006170881912112236,1.0000674724578857,"[['SiLU', 32], ['LeakyReLU', 32], ['Tanh', 32]]",False,traininig_data/treino_s/,96,rectangle
Bp,simulation793,0.02541171945631504,0.9302076101303101,"[['Sigmoid', 32], ['Tanh', 16]]",False,traininig_data/treino_s/,48,bottleneck
Bp,simulation771,0.008811772800981998,0.9191179275512695,"[['ReLU', 64], ['Tanh', 32]]",False,traininig_data/treino_s/,96,bottleneck
Bp,simulation711,0.012474494986236095,0.932470440864563,"[['SiLU', 64], ['Tanh', 32]]",False,traininig_data/treino_s/,96,bottleneck
Bp,simulation297,0.008076207712292671,0.9444773197174072,"[['ELU', 128], ['ReLU', 16], ['Tanh', 16]]",False,traininig_data/treino_s/,160,bottleneck
Bp,simulation509,0.015873629599809647,0.942522406578064,"[['SiLU', 16], ['SiLU', 128]]",False,traininig_data/treino_s/,144,funnel
Bp,simulation415,0.009867030195891857,0.9844034910202026,"[['Sigmoid', 32], ['SiLU', 128], ['LeakyReLU', 16]]",False,traininig_data/treino_s/,176,diamond
Bp,simulation759,0.009198188781738281,0.973488986492157,"[['LeakyReLU', 128], ['SiLU', 32]]",False,traininig_data/treino_s/,160,bottleneck
Bp,simulation341,0.006382964551448822,0.9338585138320923,"[['SiLU', 64], ['Sigmoid', 16], ['Sigmoid', 64]]",False,traininig_data/treino_s/,144,bowtie
Bp,simulation235,0.008213070221245289,0.9423307180404663,"[['ReLU', 64], ['Sigmoid', 16], ['Sigmoid', 16]]",False,traininig_data/treino_s/,96,bottleneck
Bp,simulation776,0.016351399943232536,0.9280887246131897,"[['SiLU', 128], ['ELU', 64]]",False,traininig_data/treino_s/,192,bottleneck
Bp,simulation483,0.011167800985276699,0.9837707877159119,"[['Sigmoid', 16], ['SiLU', 32], ['SiLU', 16]]",False,traininig_data/treino_s/,64,diamond
Bp,simulation777,0.016912885010242462,1.002468228340149,"[['ReLU', 32], ['Tanh', 16]]",False,traininig_data/treino_s/,48,bottleneck
Bp,simulation359,0.005509343929588795,0.9683287143707275,"[['SiLU', 64], ['ReLU', 16], ['LeakyReLU', 128]]",False,traininig_data/treino_s/,208,bowtie
Bp,simulation236,0.007083944045007229,0.9670820832252502,"[['ELU', 32], ['Tanh', 16], ['SiLU', 16]]",False,traininig_data/treino_s/,64,bottleneck
Bp,simulation575,0.014608579687774181,0.9289559721946716,"[['SiLU', 64], ['ELU', 128]]",False,traininig_data/treino_s/,192,funnel
Bp,simulation214,0.006773635745048523,0.9547414779663086,"[['LeakyReLU', 32], ['LeakyReLU', 32], ['SiLU', 16]]",False,traininig_data/treino_s/,80,bottleneck
Bp,simulation740,0.020886417478322983,0.9181653261184692,"[['LeakyReLU', 32], ['Sigmoid', 16]]",False,traininig_data/treino_s/,48,bottleneck
Bp,simulation205,0.009725444950163364,0.9730691909790039,"[['Tanh', 32], ['ELU', 32], ['LeakyReLU', 16]]",False,traininig_data/treino_s/,80,bottleneck
Bp,simulation277,0.005814418662339449,0.9447888135910034,"[['SiLU', 64], ['SiLU', 32], ['Tanh', 16]]",False,traininig_data/treino_s/,112,bottleneck
Bp,simulation619,0.006359756458550692,0.9831313490867615,"[['ReLU', 128], ['ReLU', 128]]",False,traininig_data/treino_s/,256,rectangle
Bp,simulation630,0.013915606774389744,0.9271915555000305,"[['ReLU', 32], ['Sigmoid', 32]]",False,traininig_data/treino_s/,64,rectangle
Bp,simulation637,0.0378069207072258,0.9356908202171326,"[['ELU', 16], ['SiLU', 16]]",False,traininig_data/treino_s/,32,rectangle
Bp,simulation436,0.015755057334899902,0.9392609000205994,"[['Sigmoid', 16], ['Sigmoid', 128], ['ELU', 16]]",False,traininig_data/treino_s/,160,diamond
Bp,simulation530,0.012911617755889893,0.9337484240531921,"[['SiLU', 64], ['Tanh', 128]]",False,traininig_data/treino_s/,192,funnel
Bp,simulation659,0.01654857024550438,1.0016345977783203,"[['ReLU', 16], ['Tanh', 16]]",False,traininig_data/treino_s/,32,rectangle
Bp,simulation355,0.0099797323346138,0.9452077746391296,"[['Sigmoid', 64], ['SiLU', 16], ['ELU', 64]]",False,traininig_data/treino_s/,144,bowtie
Bp,simulation523,0.010479305870831013,0.9287052750587463,"[['ReLU', 32], ['ReLU', 128]]",False,traininig_data/treino_s/,160,funnel
Bp,simulation314,0.007659492548555136,0.9269289970397949,"[['Sigmoid', 64], ['SiLU', 32], ['ReLU', 64]]",False,traininig_data/treino_s/,160,bowtie
Bp,simulation529,0.021441295742988586,0.9541538953781128,"[['ReLU', 16], ['ReLU', 64]]",False,traininig_data/treino_s/,80,funnel
Bp,simulation278,0.014155536890029907,0.8926161527633667,"[['SiLU', 64], ['ReLU', 16], ['ELU', 16]]",False,traininig_data/treino_s/,96,bottleneck
Bp,simulation298,0.007937178947031498,0.9853603839874268,"[['SiLU', 64], ['Tanh', 16], ['ReLU', 16]]",False,traininig_data/treino_s/,96,bottleneck
Bp,simulation111,0.004424678161740303,0.970246434211731,"[['ELU', 64], ['Sigmoid', 64], ['LeakyReLU', 64]]",False,traininig_data/treino_s/,192,rectangle
Bp,simulation29,0.013539163395762444,0.9919537901878357,"[['ReLU', 32], ['Sigmoid', 32], ['Tanh', 64]]",False,traininig_data/treino_s/,128,funnel
Bp,simulation366,0.010061300359666348,0.9632354974746704,"[['Tanh', 32], ['ELU', 16], ['ReLU', 32]]",False,traininig_data/treino_s/,80,bowtie
Bp,simulation705,0.02172100730240345,0.9598959684371948,"[['SiLU', 32], ['SiLU', 16]]",False,traininig_data/treino_s/,48,bottleneck
Bp,simulation639,0.012257464230060577,0.9254118204116821,"[['Tanh', 128], ['LeakyReLU', 128]]",False,traininig_data/treino_s/,256,rectangle
Bp,simulation447,0.005653803702443838,1.067931056022644,"[['ReLU', 64], ['SiLU', 128], ['LeakyReLU', 16]]",False,traininig_data/treino_s/,208,diamond
Bp,simulation100,0.01095426082611084,1.066279649734497,"[['Tanh', 16], ['SiLU', 16], ['ReLU', 16]]",False,traininig_data/treino_s/,48,rectangle
Bp,simulation664,0.013185755349695683,0.9547945261001587,"[['Tanh', 128], ['ReLU', 128]]",False,traininig_data/treino_s/,256,rectangle
Bp,simulation773,0.007826012559235096,0.9614258408546448,"[['LeakyReLU', 128], ['Tanh', 64]]",False,traininig_data/treino_s/,192,bottleneck
Bp,simulation533,0.014584499411284924,0.9655176401138306,"[['SiLU', 16], ['Tanh', 32]]",False,traininig_data/treino_s/,48,funnel
Bp,simulation732,0.015061701647937298,1.0068165063858032,"[['ReLU', 64], ['SiLU', 16]]",False,traininig_data/treino_s/,80,bottleneck
Bp,simulation606,0.01610604114830494,0.9298545718193054,"[['Tanh', 64], ['ELU', 64]]",False,traininig_data/treino_s/,128,rectangle
Bp,simulation324,0.004512919578701258,0.9463827610015869,"[['ReLU', 128], ['Tanh', 32], ['ELU', 64]]",False,traininig_data/treino_s/,224,bowtie
Bp,simulation604,0.012673783116042614,1.0021729469299316,"[['ReLU', 64], ['ELU', 64]]",False,traininig_data/treino_s/,128,rectangle
Bp,simulation539,0.019118627533316612,0.9176613092422485,"[['ELU', 64], ['ELU', 128]]",False,traininig_data/treino_s/,192,funnel
Bp,simulation200,0.009374399669468403,0.9667425751686096,"[['Sigmoid', 64], ['ELU', 64], ['ReLU', 16]]",False,traininig_data/treino_s/,144,bottleneck
Bp,simulation501,0.016088837757706642,0.9055505990982056,"[['Sigmoid', 64], ['ReLU', 128]]",False,traininig_data/treino_s/,192,funnel
Bp,simulation50,0.008492346853017807,1.0366718769073486,"[['LeakyReLU', 16], ['ReLU', 32], ['Sigmoid', 32]]",False,traininig_data/treino_s/,80,funnel
Bp,simulation796,0.013389868661761284,0.9429125189781189,"[['SiLU', 128], ['Sigmoid', 16]]",False,traininig_data/treino_s/,144,bottleneck
Bp,simulation756,0.009123683907091618,0.9434012770652771,"[['Tanh', 128], ['Tanh', 32]]",False,traininig_data/treino_s/,160,bottleneck
Bp,simulation201,0.005890462547540665,1.0105431079864502,"[['ReLU', 64], ['SiLU', 32], ['ELU', 32]]",False,traininig_data/treino_s/,128,bottleneck
Bp,simulation164,0.006334529723972082,0.9564882516860962,"[['SiLU', 64], ['ELU', 64], ['ReLU', 64]]",False,traininig_data/treino_s/,192,rectangle
Bp,simulation443,0.00584974093362689,0.9221179485321045,"[['SiLU', 32], ['Tanh', 128], ['Tanh', 64]]",False,traininig_data/treino_s/,224,diamond
Bp,simulation190,0.01028886903077364,0.9294052720069885,"[['ELU', 16], ['Sigmoid', 16], ['Sigmoid', 16]]",False,traininig_data/treino_s/,48,rectangle
Bp,simulation694,0.016705257818102837,0.985578179359436,"[['Sigmoid', 64], ['Tanh', 64]]",False,traininig_data/treino_s/,128,rectangle
Bp,simulation649,0.03149491548538208,0.9538429975509644,"[['LeakyReLU', 16], ['SiLU', 16]]",False,traininig_data/treino_s/,32,rectangle
Bp,simulation444,0.005616060923784971,0.9215902090072632,"[['ReLU', 16], ['LeakyReLU', 128], ['Tanh', 16]]",False,traininig_data/treino_s/,160,diamond
Bp,simulation213,0.008085974492132664,0.9786081314086914,"[['SiLU', 64], ['SiLU', 16], ['SiLU', 16]]",False,traininig_data/treino_s/,96,bottleneck
Bp,simulation786,0.03844336047768593,0.9136654138565063,"[['Sigmoid', 32], ['Sigmoid', 16]]",False,traininig_data/treino_s/,48,bottleneck
Bp,simulation656,0.016266515478491783,0.9428004026412964,"[['LeakyReLU', 32], ['ELU', 32]]",False,traininig_data/treino_s/,64,rectangle
Bp,simulation592,0.018816329538822174,0.9645813703536987,"[['ReLU', 16], ['SiLU', 64]]",False,traininig_data/treino_s/,80,funnel
Bp,simulation285,0.0076989298686385155,0.9672889113426208,"[['Tanh', 64], ['SiLU', 16], ['LeakyReLU', 16]]",False,traininig_data/treino_s/,96,bottleneck
Bp,simulation83,0.005840339232236147,0.9575366973876953,"[['Tanh', 16], ['ReLU', 64], ['SiLU', 128]]",False,traininig_data/treino_s/,208,funnel
Bp,simulation16,0.0182139091193676,0.9111911654472351,"[['Sigmoid', 32], ['Sigmoid', 64], ['Tanh', 64]]",False,traininig_data/treino_s/,160,funnel
Bp,simulation195,0.010031299665570259,0.9917005896568298,"[['SiLU', 16], ['ReLU', 16], ['Sigmoid', 16]]",False,traininig_data/treino_s/,48,rectangle
Bp,simulation114,0.012424352578818798,0.9177147150039673,"[['Tanh', 16], ['Sigmoid', 16], ['ELU', 16]]",False,traininig_data/treino_s/,48,rectangle
Bp,simulation6,0.004003619309514761,0.9291898608207703,"[['LeakyReLU', 64], ['Sigmoid', 64], ['Sigmoid', 128]]",False,traininig_data/treino_s/,256,funnel
Bp,simulation553,0.012761066667735577,0.9389510750770569,"[['SiLU', 16], ['Sigmoid', 128]]",False,traininig_data/treino_s/,144,funnel
Bp,simulation541,0.014101042412221432,0.9730545282363892,"[['SiLU', 32], ['LeakyReLU', 128]]",False,traininig_data/treino_s/,160,funnel
Bp,simulation53,0.03215144947171211,0.9853916168212891,"[['LeakyReLU', 16], ['Sigmoid', 16], ['ELU', 64]]",False,traininig_data/treino_s/,96,funnel
Bp,simulation775,0.01071547344326973,0.9215042591094971,"[['ReLU', 128], ['ELU', 64]]",False,traininig_data/treino_s/,192,bottleneck
Bp,simulation714,0.009248251095414162,0.9480952024459839,"[['LeakyReLU', 128], ['LeakyReLU', 32]]",False,traininig_data/treino_s/,160,bottleneck
Bp,simulation477,0.005214320961385965,1.0288141965866089,"[['ReLU', 32], ['Tanh', 128], ['ELU', 32]]",False,traininig_data/treino_s/,192,diamond
Bp,simulation167,0.005942570511251688,1.0007193088531494,"[['LeakyReLU', 32], ['LeakyReLU', 32], ['SiLU', 32]]",False,traininig_data/treino_s/,96,rectangle
Bp,simulation494,0.00631437823176384,0.9788333773612976,"[['LeakyReLU', 16], ['LeakyReLU', 64], ['Tanh', 16]]",False,traininig_data/treino_s/,96,diamond
Bp,simulation296,0.00908206682652235,0.9551128149032593,"[['Sigmoid', 128], ['ReLU', 64], ['ELU', 64]]",False,traininig_data/treino_s/,256,bottleneck
Bp,simulation309,0.006796586327254772,0.9857261180877686,"[['ReLU', 64], ['LeakyReLU', 32], ['ELU', 64]]",False,traininig_data/treino_s/,160,bowtie
Bp,simulation223,0.005007465835660696,0.9973292946815491,"[['SiLU', 128], ['LeakyReLU', 64], ['LeakyReLU', 32]]",False,traininig_data/treino_s/,224,bottleneck
Bp,simulation670,0.006305273622274399,0.955046534538269,"[['LeakyReLU', 128], ['LeakyReLU', 128]]",False,traininig_data/treino_s/,256,rectangle
Bp,simulation279,0.005624920595437288,0.9448603391647339,"[['Tanh', 128], ['Tanh', 64], ['LeakyReLU', 16]]",False,traininig_data/treino_s/,208,bottleneck
Bp,simulation548,0.014815318398177624,0.9774539470672607,"[['ReLU', 16], ['LeakyReLU', 64]]",False,traininig_data/treino_s/,80,funnel
Bp,simulation528,0.06050390750169754,0.9345557689666748,"[['Sigmoid', 16], ['ELU', 32]]",False,traininig_data/treino_s/,48,funnel
Bp,simulation257,0.005716327112168074,1.0130563974380493,"[['Tanh', 128], ['ReLU', 64], ['SiLU', 16]]",False,traininig_data/treino_s/,208,bottleneck
Bp,simulation626,0.019024616107344627,0.9451459050178528,"[['Sigmoid', 64], ['ReLU', 64]]",False,traininig_data/treino_s/,128,rectangle
Bp,simulation517,0.017163340002298355,0.9285372495651245,"[['Sigmoid', 32], ['LeakyReLU', 128]]",False,traininig_data/treino_s/,160,funnel
Bp,simulation780,0.01203884556889534,0.9390267133712769,"[['Tanh', 128], ['ELU', 64]]",False,traininig_data/treino_s/,192,bottleneck
Bp,simulation558,0.013031013309955597,0.9259311556816101,"[['ELU', 16], ['Sigmoid', 128]]",False,traininig_data/treino_s/,144,funnel
Bp,simulation688,0.008647209964692593,0.9656561613082886,"[['LeakyReLU', 64], ['Tanh', 64]]",False,traininig_data/treino_s/,128,rectangle
Bp,simulation712,0.02541978470981121,0.8970751762390137,"[['LeakyReLU', 32], ['ELU', 16]]",False,traininig_data/treino_s/,48,bottleneck
Bp,simulation365,0.005316231865435839,0.9493024945259094,"[['ELU', 64], ['Tanh', 16], ['SiLU', 64]]",False,traininig_data/treino_s/,144,bowtie
Bp,simulation34,0.01102807279676199,0.9839555621147156,"[['Sigmoid', 32], ['Tanh', 64], ['ELU', 64]]",False,traininig_data/treino_s/,160,funnel
Bp,simulation239,0.012127925641834736,0.9382688999176025,"[['LeakyReLU', 32], ['ELU', 32], ['ELU', 16]]",False,traininig_data/treino_s/,80,bottleneck
Bp,simulation317,0.009404168464243412,0.9985184669494629,"[['ELU', 64], ['ELU', 16], ['ReLU', 32]]",False,traininig_data/treino_s/,112,bowtie
Bp,simulation22,0.006375753786414862,0.9493285417556763,"[['SiLU', 16], ['LeakyReLU', 32], ['SiLU', 128]]",False,traininig_data/treino_s/,176,funnel
Bp,simulation681,0.011700166389346123,0.9776992201805115,"[['LeakyReLU', 64], ['LeakyReLU', 64]]",False,traininig_data/treino_s/,128,rectangle
Bp,simulation244,0.006819931324571371,1.0177092552185059,"[['ReLU', 64], ['LeakyReLU', 32], ['Sigmoid', 16]]",False,traininig_data/treino_s/,112,bottleneck
Bp,simulation755,0.023041853681206703,0.9277296662330627,"[['ELU', 128], ['LeakyReLU', 16]]",False,traininig_data/treino_s/,144,bottleneck
Bp,simulation450,0.006327885203063488,0.9118117094039917,"[['Tanh', 64], ['LeakyReLU', 128], ['Tanh', 16]]",False,traininig_data/treino_s/,208,diamond
Bp,simulation318,0.008606042712926865,0.9572873711585999,"[['Tanh', 64], ['ELU', 16], ['ELU', 32]]",False,traininig_data/treino_s/,112,bowtie
Bp,simulation798,0.017383242025971413,0.937478244304657,"[['ELU', 128], ['SiLU', 16]]",False,traininig_data/treino_s/,144,bottleneck
Bp,simulation59,0.003672855906188488,0.9149339199066162,"[['ELU', 64], ['Sigmoid', 64], ['SiLU', 128]]",False,traininig_data/treino_s/,256,funnel
Bp,simulation493,0.008011828176677227,0.9555395841598511,"[['Sigmoid', 16], ['Sigmoid', 128], ['SiLU', 64]]",False,traininig_data/treino_s/,208,diamond
Bp,simulation535,0.01563199982047081,0.9209921360015869,"[['ReLU', 16], ['Sigmoid', 64]]",False,traininig_data/treino_s/,80,funnel
Bp,simulation54,0.006464793346822262,0.9651231169700623,"[['Sigmoid', 32], ['ReLU', 64], ['ReLU', 64]]",False,traininig_data/treino_s/,160,funnel
Bp,simulation261,0.004922746680676937,0.9357070326805115,"[['LeakyReLU', 64], ['ReLU', 64], ['ReLU', 32]]",False,traininig_data/treino_s/,160,bottleneck
Bp,simulation709,0.024758322164416313,0.9291958212852478,"[['ReLU', 64], ['ReLU', 16]]",False,traininig_data/treino_s/,80,bottleneck
Bp,simulation280,0.006398743484169245,1.0019792318344116,"[['Sigmoid', 64], ['LeakyReLU', 64], ['SiLU', 32]]",False,traininig_data/treino_s/,160,bottleneck
Bp,simulation440,0.005353463348001242,0.9631390571594238,"[['Sigmoid', 32], ['SiLU', 128], ['Tanh', 32]]",False,traininig_data/treino_s/,192,diamond
Bp,simulation504,0.013034888543188572,0.9483205676078796,"[['Sigmoid', 64], ['LeakyReLU', 128]]",False,traininig_data/treino_s/,192,funnel
Bp,simulation289,0.011371375061571598,0.9755218029022217,"[['ReLU', 32], ['ReLU', 16], ['Tanh', 16]]",False,traininig_data/treino_s/,64,bottleneck
Bp,simulation482,0.010773911140859127,1.059178113937378,"[['ReLU', 16], ['Sigmoid', 64], ['ReLU', 32]]",False,traininig_data/treino_s/,112,diamond
Bp,simulation768,0.019647818058729172,0.9294713139533997,"[['Sigmoid', 128], ['SiLU', 16]]",False,traininig_data/treino_s/,144,bottleneck
Bp,simulation489,0.005196093115955591,0.928949236869812,"[['Tanh', 32], ['LeakyReLU', 128], ['SiLU', 16]]",False,traininig_data/treino_s/,176,diamond
Bp,simulation203,0.006584016140550375,0.9589402079582214,"[['Tanh', 64], ['Tanh', 64], ['ReLU', 32]]",False,traininig_data/treino_s/,160,bottleneck
Bp,simulation635,0.01659357361495495,0.9969883561134338,"[['Sigmoid', 64], ['LeakyReLU', 64]]",False,traininig_data/treino_s/,128,rectangle
Bp,simulation228,0.008220511488616467,0.952628493309021,"[['LeakyReLU', 32], ['LeakyReLU', 32], ['ELU', 16]]",False,traininig_data/treino_s/,80,bottleneck
Bp,simulation351,0.006179850548505783,1.0159883499145508,"[['LeakyReLU', 128], ['SiLU', 32], ['ELU', 64]]",False,traininig_data/treino_s/,224,bowtie
Bp,simulation560,0.04938383027911186,0.9879673719406128,"[['Sigmoid', 16], ['Tanh', 32]]",False,traininig_data/treino_s/,48,funnel
Bp,simulation241,0.006317091174423695,1.0146759748458862,"[['LeakyReLU', 64], ['LeakyReLU', 64], ['ELU', 16]]",False,traininig_data/treino_s/,144,bottleneck
Bp,simulation138,0.0044919769279658794,0.9259034991264343,"[['Tanh', 64], ['ReLU', 64], ['Sigmoid', 64]]",False,traininig_data/treino_s/,192,rectangle
Bp,simulation74,0.006917189806699753,0.9886151552200317,"[['LeakyReLU', 16], ['Tanh', 64], ['ELU', 64]]",False,traininig_data/treino_s/,144,funnel
Bp,simulation391,0.006252783816307783,0.9576967358589172,"[['LeakyReLU', 128], ['ELU', 16], ['ELU', 64]]",False,traininig_data/treino_s/,208,bowtie
Bp,simulation14,0.004463657271116972,1.059688687324524,"[['ReLU', 64], ['Tanh', 64], ['Tanh', 128]]",False,traininig_data/treino_s/,256,funnel
Bp,simulation453,0.006596819031983614,0.9736525416374207,"[['SiLU', 16], ['Tanh', 128], ['ReLU', 32]]",False,traininig_data/treino_s/,176,diamond
Bp,simulation706,0.01813880354166031,0.9603042006492615,"[['Tanh', 64], ['ReLU', 32]]",False,traininig_data/treino_s/,96,bottleneck
Bp,simulation185,0.00542428158223629,1.0419151782989502,"[['ReLU', 64], ['Sigmoid', 64], ['ReLU', 64]]",False,traininig_data/treino_s/,192,rectangle
Bp,simulation516,0.007199815474450588,0.9691798686981201,"[['ReLU', 32], ['LeakyReLU', 128]]",False,traininig_data/treino_s/,160,funnel
Bp,simulation752,0.019302619621157646,1.0135940313339233,"[['LeakyReLU', 32], ['SiLU', 16]]",False,traininig_data/treino_s/,48,bottleneck
Bp,simulation556,0.023677567020058632,0.9067689776420593,"[['LeakyReLU', 16], ['Sigmoid', 32]]",False,traininig_data/treino_s/,48,funnel
Bp,simulation485,0.0060556805692613125,0.963984489440918,"[['ELU', 32], ['LeakyReLU', 64], ['Tanh', 16]]",False,traininig_data/treino_s/,112,diamond
Bp,simulation215,0.005005966406315565,0.9944228529930115,"[['LeakyReLU', 64], ['LeakyReLU', 64], ['Sigmoid', 16]]",False,traininig_data/treino_s/,144,bottleneck
Bp,simulation407,0.007980716414749622,0.9506507515907288,"[['Sigmoid', 64], ['Tanh', 128], ['ReLU', 16]]",False,traininig_data/treino_s/,208,diamond
Bp,simulation520,0.01766081713140011,0.9274884462356567,"[['Tanh', 16], ['SiLU', 128]]",False,traininig_data/treino_s/,144,funnel
Bp,simulation460,0.0043170275166630745,1.0054593086242676,"[['LeakyReLU', 64], ['ReLU', 128], ['ELU', 32]]",False,traininig_data/treino_s/,224,diamond
Bp,simulation388,0.006618577986955643,0.9945799708366394,"[['Sigmoid', 64], ['SiLU', 16], ['Tanh', 64]]",False,traininig_data/treino_s/,144,bowtie
Bp,simulation352,0.007908796891570091,0.9520514011383057,"[['Tanh', 32], ['Sigmoid', 16], ['Sigmoid', 128]]",False,traininig_data/treino_s/,176,bowtie
Bp,simulation632,0.012780576944351196,0.9548268914222717,"[['LeakyReLU', 32], ['ReLU', 32]]",False,traininig_data/treino_s/,64,rectangle
Bp,simulation781,0.027162792161107063,0.9379459023475647,"[['ELU', 32], ['ReLU', 16]]",False,traininig_data/treino_s/,48,bottleneck
Bp,simulation389,0.007141303736716509,0.9446080327033997,"[['Tanh', 128], ['ReLU', 32], ['ELU', 64]]",False,traininig_data/treino_s/,224,bowtie
Bp,simulation456,0.005302860401570797,0.968978762626648,"[['LeakyReLU', 64], ['Tanh', 128], ['ELU', 16]]",False,traininig_data/treino_s/,208,diamond
Bp,simulation21,0.012385712936520576,0.9483398199081421,"[['Tanh', 16], ['Sigmoid', 16], ['ELU', 64]]",False,traininig_data/treino_s/,96,funnel
Bp,simulation88,0.007865404710173607,0.9451959729194641,"[['LeakyReLU', 32], ['ELU', 64], ['ReLU', 64]]",False,traininig_data/treino_s/,160,funnel
Bp,simulation496,0.005715625826269388,1.0015230178833008,"[['ELU', 16], ['ReLU', 128], ['Tanh', 32]]",False,traininig_data/treino_s/,176,diamond
Bp,simulation61,0.0077340006828308105,0.998107373714447,"[['ELU', 16], ['ELU', 32], ['SiLU', 128]]",False,traininig_data/treino_s/,176,funnel
Bp,simulation127,0.017568081617355347,1.0509470701217651,"[['LeakyReLU', 16], ['LeakyReLU', 16], ['ELU', 16]]",False,traininig_data/treino_s/,48,rectangle
Bp,simulation677,0.022915184497833252,0.9491379857063293,"[['ELU', 32], ['ELU', 32]]",False,traininig_data/treino_s/,64,rectangle
Bp,simulation146,0.005798953585326672,0.983771800994873,"[['Tanh', 64], ['Tanh', 64], ['ReLU', 64]]",False,traininig_data/treino_s/,192,rectangle
Bp,simulation726,0.0071486011147499084,0.9272181987762451,"[['ReLU', 128], ['Tanh', 32]]",False,traininig_data/treino_s/,160,bottleneck
Bp,simulation597,0.015113631263375282,0.9216084480285645,"[['ReLU', 32], ['ELU', 64]]",False,traininig_data/treino_s/,96,funnel
Bp,simulation46,0.007142655085772276,1.017568826675415,"[['SiLU', 16], ['ReLU', 64], ['ELU', 128]]",False,traininig_data/treino_s/,208,funnel
Bp,simulation307,0.006508447229862213,0.9801850914955139,"[['Tanh', 64], ['Tanh', 16], ['ReLU', 32]]",False,traininig_data/treino_s/,112,bowtie
Bp,simulation169,0.008202807046473026,0.9577268362045288,"[['SiLU', 16], ['ELU', 16], ['Sigmoid', 16]]",False,traininig_data/treino_s/,48,rectangle
Bp,simulation92,0.0029678347054868937,0.9458250999450684,"[['SiLU', 64], ['Sigmoid', 64], ['Sigmoid', 128]]",False,traininig_data/treino_s/,256,funnel
Bp,simulation306,0.009587307460606098,0.933818519115448,"[['ELU', 32], ['LeakyReLU', 16], ['SiLU', 32]]",False,traininig_data/treino_s/,80,bowtie
Bp,simulation382,0.00773469777777791,0.9471997022628784,"[['ELU', 128], ['LeakyReLU', 32], ['Tanh', 64]]",False,traininig_data/treino_s/,224,bowtie
Bp,simulation225,0.0046527492813766,0.9144003987312317,"[['Tanh', 64], ['SiLU', 64], ['Sigmoid', 32]]",False,traininig_data/treino_s/,160,bottleneck
Bp,simulation270,0.00507357669994235,0.9505435228347778,"[['LeakyReLU', 128], ['ReLU', 64], ['Sigmoid', 64]]",False,traininig_data/treino_s/,256,bottleneck
Bp,simulation671,0.023981118574738503,0.9816364645957947,"[['Tanh', 16], ['LeakyReLU', 16]]",False,traininig_data/treino_s/,32,rectangle
Bp,simulation455,0.006818677764385939,0.9493095874786377,"[['Tanh', 32], ['SiLU', 64], ['ELU', 16]]",False,traininig_data/treino_s/,112,diamond
Bp,simulation321,0.00433477945625782,0.936032235622406,"[['Tanh', 128], ['Tanh', 32], ['SiLU', 64]]",False,traininig_data/treino_s/,224,bowtie
Bp,simulation531,0.010471105575561523,0.9340500831604004,"[['SiLU', 32], ['Sigmoid', 128]]",False,traininig_data/treino_s/,160,funnel
Bp,simulation642,0.010963263921439648,0.9388968348503113,"[['Sigmoid', 128], ['Tanh', 128]]",False,traininig_data/treino_s/,256,rectangle
Bp,simulation621,0.03203683719038963,0.8708637952804565,"[['Sigmoid', 16], ['Sigmoid', 16]]",False,traininig_data/treino_s/,32,rectangle
