Problem,Folder,Final Error 1,Final Error 2,Hidden Layers,Pinn Info,Batch Size,total_neurons,shape
Bp,simulation30,0.004280927125364542,0.9946008920669556,"[['ReLU', 32], ['SiLU', 64], ['Tanh', 128]]",False,traininig_data/treino_s/,224,funnel
Bp,simulation8,0.006805070210248232,0.9164314270019531,"[['LeakyReLU', 16], ['Tanh', 32], ['ReLU', 64]]",False,traininig_data/treino_s/,112,funnel
Bp,simulation133,0.005415506660938263,0.824124813079834,"[['ReLU', 64], ['SiLU', 64], ['Tanh', 64]]",False,traininig_data/treino_s/,192,rectangle
Bp,simulation68,0.005045697093009949,0.8545873761177063,"[['SiLU', 16], ['Sigmoid', 32], ['SiLU', 128]]",False,traininig_data/treino_s/,176,funnel
Bp,simulation98,0.008488709107041359,0.9203954339027405,"[['LeakyReLU', 16], ['Tanh', 32], ['ReLU', 32]]",False,traininig_data/treino_s/,80,funnel
Bp,simulation31,0.012394643388688564,0.9600580334663391,"[['Sigmoid', 16], ['Tanh', 32], ['ELU', 32]]",False,traininig_data/treino_s/,80,funnel
Bp,simulation143,0.03023696132004261,0.935289740562439,"[['SiLU', 16], ['LeakyReLU', 16], ['LeakyReLU', 16]]",False,traininig_data/treino_s/,48,rectangle
Bp,simulation2,0.003523143008351326,0.852744460105896,"[['ELU', 16], ['Sigmoid', 64], ['Sigmoid', 64]]",False,traininig_data/treino_s/,144,funnel
Bp,simulation57,0.005441002547740936,0.8729854226112366,"[['ReLU', 16], ['Tanh', 64], ['LeakyReLU', 128]]",False,traininig_data/treino_s/,208,funnel
Bp,simulation90,0.009514323435723782,0.9514997005462646,"[['ReLU', 16], ['LeakyReLU', 16], ['SiLU', 128]]",False,traininig_data/treino_s/,160,funnel
Bp,simulation76,0.009019452147185802,0.9615464210510254,"[['Sigmoid', 32], ['SiLU', 64], ['LeakyReLU', 128]]",False,traininig_data/treino_s/,224,funnel
Bp,simulation19,0.005575160030275583,0.9214226007461548,"[['ELU', 32], ['Tanh', 32], ['ReLU', 64]]",False,traininig_data/treino_s/,128,funnel
Bp,simulation62,0.005898557603359222,0.8777204751968384,"[['LeakyReLU', 16], ['Tanh', 32], ['Sigmoid', 64]]",False,traininig_data/treino_s/,112,funnel
Bp,simulation65,0.007788632530719042,0.9265322685241699,"[['ELU', 16], ['Sigmoid', 32], ['ELU', 128]]",False,traininig_data/treino_s/,176,funnel
Bp,simulation37,0.005524334963411093,0.8661337494850159,"[['SiLU', 32], ['LeakyReLU', 64], ['LeakyReLU', 64]]",False,traininig_data/treino_s/,160,funnel
Bp,simulation18,0.004913575015962124,0.9838569760322571,"[['ELU', 32], ['ReLU', 32], ['Sigmoid', 64]]",False,traininig_data/treino_s/,128,funnel
Bp,simulation55,0.0054513984359800816,0.9552738070487976,"[['SiLU', 32], ['LeakyReLU', 32], ['SiLU', 128]]",False,traininig_data/treino_s/,192,funnel
Bp,simulation73,0.007558477111160755,0.9773499965667725,"[['ReLU', 16], ['ReLU', 32], ['SiLU', 128]]",False,traininig_data/treino_s/,176,funnel
Bp,simulation112,0.010902777314186096,0.9756683707237244,"[['Tanh', 16], ['LeakyReLU', 16], ['ELU', 16]]",False,traininig_data/treino_s/,48,rectangle
Bp,simulation117,0.011142377741634846,0.9730684757232666,"[['LeakyReLU', 16], ['LeakyReLU', 16], ['SiLU', 16]]",False,traininig_data/treino_s/,48,rectangle
Bp,simulation69,0.006763959303498268,0.924535870552063,"[['ReLU', 16], ['Tanh', 16], ['Sigmoid', 64]]",False,traininig_data/treino_s/,96,funnel
Bp,simulation41,0.004923882428556681,0.9247116446495056,"[['LeakyReLU', 32], ['LeakyReLU', 64], ['ReLU', 128]]",False,traininig_data/treino_s/,224,funnel
Bp,simulation28,0.00682448735460639,0.910853385925293,"[['Tanh', 16], ['SiLU', 32], ['ReLU', 64]]",False,traininig_data/treino_s/,112,funnel
Bp,simulation47,0.007843699306249619,0.9536247849464417,"[['Tanh', 32], ['Tanh', 64], ['ELU', 128]]",False,traininig_data/treino_s/,224,funnel
Bp,simulation15,0.008998217061161995,0.942264974117279,"[['Sigmoid', 32], ['Tanh', 64], ['ReLU', 64]]",False,traininig_data/treino_s/,160,funnel
Bp,simulation122,0.007512457203119993,0.9246565699577332,"[['SiLU', 32], ['ReLU', 32], ['LeakyReLU', 32]]",False,traininig_data/treino_s/,96,rectangle
Bp,simulation142,0.014740226790308952,0.9637022614479065,"[['SiLU', 16], ['ELU', 16], ['ReLU', 16]]",False,traininig_data/treino_s/,48,rectangle
Bp,simulation70,0.006027357652783394,0.9376730918884277,"[['ELU', 32], ['LeakyReLU', 64], ['LeakyReLU', 64]]",False,traininig_data/treino_s/,160,funnel
Bp,simulation84,0.005915853660553694,1.0053311586380005,"[['Sigmoid', 32], ['SiLU', 64], ['Tanh', 128]]",False,traininig_data/treino_s/,224,funnel
Bp,simulation12,0.0053642443381249905,0.7989687919616699,"[['ELU', 32], ['LeakyReLU', 32], ['LeakyReLU', 128]]",False,traininig_data/treino_s/,192,funnel
Bp,simulation124,0.010664801113307476,0.941718339920044,"[['ELU', 16], ['Sigmoid', 16], ['SiLU', 16]]",False,traininig_data/treino_s/,48,rectangle
Bp,simulation51,0.009832746349275112,0.9677670001983643,"[['Sigmoid', 16], ['LeakyReLU', 32], ['Tanh', 32]]",False,traininig_data/treino_s/,80,funnel
Bp,simulation77,0.005856811068952084,0.9136714339256287,"[['ReLU', 16], ['ReLU', 64], ['Tanh', 64]]",False,traininig_data/treino_s/,144,funnel
Bp,simulation106,0.006676619406789541,0.9627757668495178,"[['SiLU', 32], ['ReLU', 32], ['Sigmoid', 32]]",False,traininig_data/treino_s/,96,rectangle
Bp,simulation23,0.004135244991630316,0.85561203956604,"[['ELU', 32], ['Sigmoid', 64], ['SiLU', 128]]",False,traininig_data/treino_s/,224,funnel
Bp,simulation102,0.0066673895344138145,0.9702289700508118,"[['LeakyReLU', 32], ['Tanh', 32], ['ReLU', 32]]",False,traininig_data/treino_s/,96,rectangle
Bp,simulation131,0.008413974195718765,0.9332801103591919,"[['Sigmoid', 64], ['Tanh', 64], ['ReLU', 64]]",False,traininig_data/treino_s/,192,rectangle
Bp,simulation125,0.006774587091058493,0.8704893589019775,"[['Tanh', 64], ['SiLU', 64], ['ReLU', 64]]",False,traininig_data/treino_s/,192,rectangle
Bp,simulation35,0.006896100472658873,0.8816500902175903,"[['SiLU', 32], ['Sigmoid', 32], ['ELU', 128]]",False,traininig_data/treino_s/,192,funnel
Bp,simulation45,0.00495476508513093,0.9345710873603821,"[['ELU', 32], ['Sigmoid', 32], ['Tanh', 64]]",False,traininig_data/treino_s/,128,funnel
Bp,simulation36,0.004431089386343956,0.8281002640724182,"[['Tanh', 16], ['Tanh', 64], ['Tanh', 64]]",False,traininig_data/treino_s/,144,funnel
Bp,simulation43,0.006878347136080265,0.9237697124481201,"[['LeakyReLU', 16], ['ELU', 32], ['ReLU', 64]]",False,traininig_data/treino_s/,112,funnel
Bp,simulation32,0.009161140769720078,0.9426081776618958,"[['Sigmoid', 16], ['LeakyReLU', 32], ['Sigmoid', 32]]",False,traininig_data/treino_s/,80,funnel
